Orthogroup	i_nil	i_purpurea	i_trifida	i_triloba
OG0038407		Ipurp_gene9412.mRNA1		
OG0038408		Ipurp_gene21015.mRNA1		
OG0038409		Ipurp_gene32194.mRNA1		
OG0038410		Ipurp_gene32188.mRNA1		
OG0038411		Ipurp_gene32184.mRNA1		
OG0038412		Ipurp_gene38311.mRNA1		
OG0038413		Ipurp_gene32179.mRNA1		
OG0038414		Ipurp_gene50206.mRNA1		
OG0038415		Ipurp_gene32158.mRNA1		
OG0038416		Ipurp_gene12554.mRNA1		
OG0038417		Ipurp_gene32142.mRNA1		
OG0038418		Ipurp_gene32138.mRNA1		
OG0038419		Ipurp_gene32137.mRNA1		
OG0038420		Ipurp_gene32132.mRNA1		
OG0038421		Ipurp_gene32126.mRNA1		
OG0038422		Ipurp_gene32121.mRNA1		
OG0038423		Ipurp_gene32117.mRNA1		
OG0038424		Ipurp_gene32378.mRNA1		
OG0038425		Ipurp_gene32094.mRNA1		
OG0038426		Ipurp_gene32091.mRNA1		
OG0038427		Ipurp_gene32089.mRNA1		
OG0038428		Ipurp_gene32085.mRNA1		
OG0038429		Ipurp_gene32077.mRNA1		
OG0038430		Ipurp_gene32070.mRNA1		
OG0038431		Ipurp_gene32107.mRNA1		
OG0038432		Ipurp_gene32069.mRNA1		
OG0038433		Ipurp_gene32059.mRNA1		
OG0038434		Ipurp_gene32057.mRNA1		
OG0038435		Ipurp_gene32056.mRNA1		
OG0038436		Ipurp_gene32038.mRNA1		
OG0038437		Ipurp_gene32030.mRNA1		
OG0038438		Ipurp_gene32029.mRNA1		
OG0038439		Ipurp_gene22154.mRNA1		
OG0038440		Ipurp_gene31998.mRNA1		
OG0038441		Ipurp_gene31997.mRNA1		
OG0038442		Ipurp_gene31994.mRNA1		
OG0038443		Ipurp_gene31992.mRNA1		
OG0038444		Ipurp_gene31986.mRNA1		
OG0038445		Ipurp_gene31984.mRNA1		
OG0038446		Ipurp_gene31982.mRNA1		
OG0038447		Ipurp_gene31979.mRNA1		
OG0038448		Ipurp_gene31978.mRNA1		
OG0038449		Ipurp_gene31971.mRNA1		
OG0038450		Ipurp_gene31960.mRNA1		
OG0038451		Ipurp_gene31956.mRNA1		
OG0038452		Ipurp_gene31946.mRNA1		
OG0038453		Ipurp_gene31937.mRNA1		
OG0038454		Ipurp_gene31928.mRNA1		
OG0038455		Ipurp_gene31923.mRNA1		
OG0038456		Ipurp_gene31921.mRNA1		
OG0038457		Ipurp_gene31913.mRNA1		
OG0038458		Ipurp_gene31912.mRNA1		
OG0038459		Ipurp_gene31908.mRNA1		
OG0038460		Ipurp_gene31907.mRNA1		
OG0038461		Ipurp_gene31902.mRNA1		
OG0038462		Ipurp_gene31895.mRNA1		
OG0038463		Ipurp_gene31886.mRNA1		
OG0038464		Ipurp_gene31884.mRNA1		
OG0038465		Ipurp_gene31879.mRNA1		
OG0038466		Ipurp_gene31878.mRNA1		
OG0038467		Ipurp_gene31877.mRNA1		
OG0038468		Ipurp_gene31872.mRNA1		
OG0038469		Ipurp_gene31869.mRNA1		
OG0038470		Ipurp_gene31858.mRNA1		
OG0038471		Ipurp_gene31861.mRNA1		
OG0038472		Ipurp_gene12636.mRNA1		
OG0038473		Ipurp_gene1369.mRNA1		
OG0038474		Ipurp_gene31832.mRNA1		
OG0038475		Ipurp_gene18207.mRNA1		
OG0038476		Ipurp_gene21140.mRNA1		
OG0038477		Ipurp_gene21142.mRNA1		
OG0038478		Ipurp_gene36416.mRNA1		
OG0038479		Ipurp_gene1466.mRNA1		
OG0038480		Ipurp_gene31811.mRNA1		
OG0038481		Ipurp_gene31810.mRNA1		
OG0038482		Ipurp_gene22163.mRNA1		
OG0038483		Ipurp_gene36137.mRNA1		
OG0038484		Ipurp_gene31794.mRNA1		
OG0038485		Ipurp_gene31786.mRNA1		
OG0038486		Ipurp_gene31777.mRNA1		
OG0038487		Ipurp_gene43039.mRNA1		
OG0038488		Ipurp_gene31765.mRNA1		
OG0038489		Ipurp_gene31761.mRNA1		
OG0038490		Ipurp_gene31752.mRNA1		
OG0038491		Ipurp_gene31748.mRNA1		
OG0038492		Ipurp_gene31747.mRNA1		
OG0038493		Ipurp_gene31746.mRNA1		
OG0038494		Ipurp_gene31744.mRNA1		
OG0038495		Ipurp_gene31742.mRNA1		
OG0038496		Ipurp_gene31738.mRNA1		
OG0038497		Ipurp_gene31737.mRNA1		
OG0038498		Ipurp_gene31732.mRNA1		
OG0038499		Ipurp_gene31731.mRNA1		
OG0038500		Ipurp_gene31725.mRNA1		
OG0038501		Ipurp_gene31723.mRNA1		
OG0038502		Ipurp_gene31719.mRNA1		
OG0038503		Ipurp_gene31714.mRNA1		
OG0038504		Ipurp_gene31703.mRNA1		
OG0038505		Ipurp_gene31702.mRNA1		
OG0038506		Ipurp_gene31699.mRNA1		
OG0038507		Ipurp_gene31683.mRNA1		
OG0038508		Ipurp_gene31668.mRNA1		
OG0038509		Ipurp_gene21877.mRNA1		
OG0038510		Ipurp_gene31663.mRNA1		
OG0038511		Ipurp_gene46040.mRNA1		
OG0038512		Ipurp_gene31655.mRNA1		
OG0038513		Ipurp_gene31646.mRNA1		
OG0038514		Ipurp_gene31644.mRNA1		
OG0038515		Ipurp_gene31633.mRNA1		
OG0038516		Ipurp_gene31631.mRNA1		
OG0038517		Ipurp_gene31630.mRNA1		
OG0038518		Ipurp_gene31626.mRNA1		
OG0038519		Ipurp_gene31622.mRNA1		
OG0038520		Ipurp_gene31621.mRNA1		
OG0038521		Ipurp_gene31619.mRNA1		
OG0038522		Ipurp_gene31618.mRNA1		
OG0038523		Ipurp_gene31613.mRNA1		
OG0038524		Ipurp_gene31612.mRNA1		
OG0038525		Ipurp_gene31611.mRNA1		
OG0038526		Ipurp_gene31605.mRNA1		
OG0038527		Ipurp_gene31580.mRNA1		
OG0038528		Ipurp_gene31577.mRNA1		
OG0038529		Ipurp_gene31576.mRNA1		
OG0038530		Ipurp_gene31569.mRNA1		
OG0038531		Ipurp_gene31561.mRNA1		
OG0038532		Ipurp_gene31559.mRNA1		
OG0038533		Ipurp_gene31554.mRNA1		
OG0038534		Ipurp_gene31553.mRNA1		
OG0038535		Ipurp_gene31547.mRNA1		
OG0038536		Ipurp_gene37102.mRNA1		
OG0038537		Ipurp_gene31542.mRNA1		
OG0038538		Ipurp_gene31535.mRNA1		
OG0038539		Ipurp_gene36207.mRNA1		
OG0038540		Ipurp_gene31534.mRNA1		
OG0038541		Ipurp_gene31533.mRNA1		
OG0038542		Ipurp_gene31527.mRNA1		
OG0038543		Ipurp_gene31525.mRNA1		
OG0038544		Ipurp_gene31523.mRNA1		
OG0038545		Ipurp_gene31519.mRNA1		
OG0038546		Ipurp_gene31518.mRNA1		
OG0038547		Ipurp_gene31973.mRNA1		
OG0038548		Ipurp_gene31496.mRNA1		
OG0038549		Ipurp_gene31494.mRNA1		
OG0038550		Ipurp_gene31490.mRNA1		
OG0038551		Ipurp_gene31489.mRNA1		
OG0038552		Ipurp_gene31481.mRNA1		
OG0038553		Ipurp_gene31477.mRNA1		
OG0038554		Ipurp_gene31475.mRNA1		
OG0038555		Ipurp_gene31471.mRNA1		
OG0038556		Ipurp_gene31470.mRNA1		
OG0038557		Ipurp_gene31468.mRNA1		
OG0038558		Ipurp_gene31467.mRNA1		
OG0038559		Ipurp_gene31460.mRNA1		
OG0038560		Ipurp_gene31456.mRNA1		
OG0038561		Ipurp_gene31451.mRNA1		
OG0038562		Ipurp_gene31442.mRNA1		
OG0038563		Ipurp_gene31434.mRNA1		
OG0038564		Ipurp_gene31425.mRNA1		
OG0038565		Ipurp_gene31417.mRNA1		
OG0038566		Ipurp_gene1857.mRNA1		
OG0038567		Ipurp_gene31416.mRNA1		
OG0038568		Ipurp_gene26340.mRNA1		
OG0038569		Ipurp_gene37443.mRNA1		
OG0038570		Ipurp_gene43032.mRNA1		
OG0038571		Ipurp_gene21219.mRNA1		
OG0038572		Ipurp_gene32100.mRNA1		
OG0038573		Ipurp_gene31396.mRNA1		
OG0038574		Ipurp_gene31394.mRNA1		
OG0038575		Ipurp_gene31387.mRNA1		
OG0038576		Ipurp_gene31380.mRNA1		
OG0038577		Ipurp_gene31378.mRNA1		
OG0038578		Ipurp_gene31377.mRNA1		
OG0038579		Ipurp_gene36139.mRNA1		
OG0038580		Ipurp_gene31373.mRNA1		
OG0038581		Ipurp_gene31371.mRNA1		
OG0038582		Ipurp_gene31368.mRNA1		
OG0038583		Ipurp_gene31366.mRNA1		
OG0038584		Ipurp_gene31364.mRNA1		
OG0038585		Ipurp_gene31361.mRNA1		
OG0038586		Ipurp_gene31358.mRNA1		
OG0038587		Ipurp_gene31357.mRNA1		
OG0038588		Ipurp_gene31356.mRNA1		
OG0038589		Ipurp_gene31353.mRNA1		
OG0038590		Ipurp_gene31350.mRNA1		
OG0038591		Ipurp_gene43641.mRNA1		
OG0038592		Ipurp_gene31344.mRNA1		
OG0038593		Ipurp_gene31338.mRNA1		
OG0038594		Ipurp_gene31337.mRNA1		
OG0038595		Ipurp_gene31314.mRNA1		
OG0038596		Ipurp_gene31312.mRNA1		
OG0038597		Ipurp_gene31311.mRNA1		
OG0038598		Ipurp_gene31310.mRNA1		
OG0038599		Ipurp_gene31307.mRNA1		
OG0038600		Ipurp_gene31303.mRNA1		
OG0038601		Ipurp_gene31302.mRNA1		
OG0038602		Ipurp_gene31294.mRNA1		
OG0038603		Ipurp_gene31293.mRNA1		
OG0038604		Ipurp_gene31289.mRNA1		
OG0038605		Ipurp_gene31282.mRNA1		
OG0038606		Ipurp_gene31281.mRNA1		
OG0038607		Ipurp_gene31279.mRNA1		
OG0038608		Ipurp_gene31263.mRNA1		
OG0038609		Ipurp_gene31260.mRNA1		
OG0038610		Ipurp_gene31257.mRNA1		
OG0038611		Ipurp_gene31252.mRNA1		
OG0038612		Ipurp_gene31141.mRNA1		
OG0038613		Ipurp_gene31140.mRNA1		
OG0038614		Ipurp_gene31139.mRNA1		
OG0038615		Ipurp_gene31131.mRNA1		
OG0038616		Ipurp_gene26212.mRNA1		
OG0038617		Ipurp_gene26351.mRNA1		
OG0038618		Ipurp_gene31105.mRNA1		
OG0038619		Ipurp_gene31104.mRNA1		
OG0038620		Ipurp_gene5506.mRNA1		
OG0038621		Ipurp_gene31097.mRNA1		
OG0038622		Ipurp_gene31089.mRNA1		
OG0038623		Ipurp_gene31088.mRNA1		
OG0038624		Ipurp_gene31085.mRNA1		
OG0038625		Ipurp_gene31079.mRNA1		
OG0038626		Ipurp_gene31078.mRNA1		
OG0038627		Ipurp_gene31074.mRNA1		
OG0038628		Ipurp_gene31071.mRNA1		
OG0038629		Ipurp_gene31070.mRNA1		
OG0038630		Ipurp_gene31068.mRNA1		
OG0038631		Ipurp_gene31066.mRNA1		
OG0038632		Ipurp_gene31064.mRNA1		
OG0038633		Ipurp_gene31056.mRNA1		
OG0038634		Ipurp_gene31054.mRNA1		
OG0038635		Ipurp_gene31048.mRNA1		
OG0038636		Ipurp_gene31045.mRNA1		
OG0038637		Ipurp_gene31043.mRNA1		
OG0038638		Ipurp_gene43579.mRNA1		
OG0038639		Ipurp_gene31041.mRNA1		
OG0038640		Ipurp_gene31039.mRNA1		
OG0038641		Ipurp_gene31036.mRNA1		
OG0038642		Ipurp_gene31035.mRNA1		
OG0038643		Ipurp_gene31031.mRNA1		
OG0038644		Ipurp_gene31029.mRNA1		
OG0038645		Ipurp_gene31028.mRNA1		
OG0038646		Ipurp_gene37704.mRNA1		
OG0038647		Ipurp_gene31024.mRNA1		
OG0038648		Ipurp_gene31022.mRNA1		
OG0038649		Ipurp_gene31018.mRNA1		
OG0038650		Ipurp_gene31009.mRNA1		
OG0038651		Ipurp_gene31004.mRNA1		
OG0038652		Ipurp_gene31001.mRNA1		
OG0038653		Ipurp_gene30995.mRNA1		
OG0038654		Ipurp_gene30983.mRNA1		
OG0038655		Ipurp_gene2042.mRNA1		
OG0038656		Ipurp_gene30963.mRNA1		
OG0038657		Ipurp_gene30962.mRNA1		
OG0038658		Ipurp_gene30960.mRNA1		
OG0038659		Ipurp_gene30955.mRNA1		
OG0038660		Ipurp_gene30944.mRNA1		
OG0038661		Ipurp_gene30943.mRNA1		
OG0038662		Ipurp_gene30932.mRNA1		
OG0038663		Ipurp_gene30930.mRNA1		
OG0038664		Ipurp_gene30926.mRNA1		
OG0038665		Ipurp_gene30914.mRNA1		
OG0038666		Ipurp_gene30912.mRNA1		
OG0038667		Ipurp_gene30911.mRNA1		
OG0038668		Ipurp_gene30910.mRNA1		
OG0038669		Ipurp_gene31147.mRNA1		
OG0038670		Ipurp_gene31166.mRNA1		
OG0038671		Ipurp_gene31167.mRNA1		
OG0038672		Ipurp_gene31168.mRNA1		
OG0038673		Ipurp_gene31173.mRNA1		
OG0038674		Ipurp_gene31175.mRNA1		
OG0038675		Ipurp_gene19806.mRNA1		
OG0038676		Ipurp_gene31190.mRNA1		
OG0038677		Ipurp_gene31205.mRNA1		
OG0038678		Ipurp_gene31211.mRNA1		
OG0038679		Ipurp_gene42024.mRNA1		
OG0038680		Ipurp_gene31212.mRNA1		
OG0038681		Ipurp_gene31213.mRNA1		
OG0038682		Ipurp_gene31220.mRNA1		
OG0038683		Ipurp_gene31232.mRNA1		
OG0038684		Ipurp_gene31239.mRNA1		
OG0038685		Ipurp_gene31240.mRNA1		
OG0038686		Ipurp_gene10691.mRNA1		
OG0038687		Ipurp_gene10683.mRNA1		
OG0038688		Ipurp_gene10672.mRNA1		
OG0038689		Ipurp_gene10667.mRNA1		
OG0038690		Ipurp_gene10666.mRNA1		
OG0038691		Ipurp_gene10652.mRNA1		
OG0038692		Ipurp_gene10651.mRNA1		
OG0038693		Ipurp_gene10650.mRNA1		
OG0038694		Ipurp_gene10643.mRNA1		
OG0038695		Ipurp_gene10633.mRNA1		
OG0038696		Ipurp_gene10617.mRNA1		
OG0038697		Ipurp_gene10613.mRNA1		
OG0038698		Ipurp_gene10612.mRNA1		
OG0038699		Ipurp_gene10611.mRNA1		
OG0038700		Ipurp_gene16167.mRNA1		
OG0038701		Ipurp_gene10607.mRNA1		
OG0038702		Ipurp_gene10588.mRNA1		
OG0038703		Ipurp_gene22313.mRNA1		
OG0038704		Ipurp_gene10570.mRNA1		
OG0038705		Ipurp_gene10552.mRNA1		
OG0038706		Ipurp_gene46057.mRNA1		
OG0038707		Ipurp_gene10533.mRNA1		
OG0038708		Ipurp_gene10529.mRNA1		
OG0038709		Ipurp_gene10523.mRNA1		
OG0038710		Ipurp_gene5013.mRNA1_1		
OG0038711		Ipurp_gene10503.mRNA1		
OG0038712		Ipurp_gene17761.mRNA1		
OG0038713		Ipurp_gene10497.mRNA1		
OG0038714		Ipurp_gene10469.mRNA1		
OG0038715		Ipurp_gene25610.mRNA1		
OG0038716		Ipurp_gene10464.mRNA1		
OG0038717		Ipurp_gene10463.mRNA1		
OG0038718		Ipurp_gene10430.mRNA1		
OG0038719		Ipurp_gene10478.mRNA1		
OG0038720		Ipurp_gene10417.mRNA1		
OG0038721		Ipurp_gene10374.mRNA1		
OG0038722		Ipurp_gene10378.mRNA1		
OG0038723		Ipurp_gene10384.mRNA1		
OG0038724		Ipurp_gene10358.mRNA1		
OG0038725		Ipurp_gene10351.mRNA1		
OG0038726		Ipurp_gene10346.mRNA1		
OG0038727		Ipurp_gene51846.mRNA1		
OG0038728		Ipurp_gene10331.mRNA1		
OG0038729		Ipurp_gene10324.mRNA1		
OG0038730		Ipurp_gene10306.mRNA1		
OG0038731		Ipurp_gene32119.mRNA1		
OG0038732		Ipurp_gene10268.mRNA1		
OG0038733		Ipurp_gene10262.mRNA1		
OG0038734		Ipurp_gene10261.mRNA1		
OG0038735		Ipurp_gene10257.mRNA1		
OG0038736		Ipurp_gene10249.mRNA1		
OG0038737		Ipurp_gene10244.mRNA1		
OG0038738		Ipurp_gene10238.mRNA1		
OG0038739		Ipurp_gene9420.mRNA1		
OG0038740		Ipurp_gene10237.mRNA1		
OG0038741		Ipurp_gene10234.mRNA1		
OG0038742		Ipurp_gene10230.mRNA1		
OG0038743		Ipurp_gene10216.mRNA1		
OG0038744		Ipurp_gene10214.mRNA1		
OG0038745		Ipurp_gene10213.mRNA1		
OG0038746		Ipurp_gene10211.mRNA1		
OG0038747		Ipurp_gene10188.mRNA1		
OG0038748		Ipurp_gene10177.mRNA1		
OG0038749		Ipurp_gene10176.mRNA1		
OG0038750		Ipurp_gene10175.mRNA1		
OG0038751		Ipurp_gene10174.mRNA1		
OG0038752		Ipurp_gene10168.mRNA1		
OG0038753		Ipurp_gene10166.mRNA1		
OG0038754		Ipurp_gene42735.mRNA1_1		
OG0038755		Ipurp_gene10164.mRNA1		
OG0038756		Ipurp_gene10162.mRNA1		
OG0038757		Ipurp_gene10559.mRNA1		
OG0038758		Ipurp_gene10155.mRNA1		
OG0038759		Ipurp_gene10144.mRNA1		
OG0038760		Ipurp_gene10135.mRNA1		
OG0038761		Ipurp_gene10130.mRNA1		
OG0038762		Ipurp_gene10121.mRNA1		
OG0038763		Ipurp_gene10119.mRNA1		
OG0038764		Ipurp_gene10114.mRNA1		
OG0038765		Ipurp_gene10124.mRNA1		
OG0038766		Ipurp_gene10125.mRNA1		
OG0038767		Ipurp_gene10107.mRNA1		
OG0038768		Ipurp_gene10098.mRNA1		
OG0038769		Ipurp_gene10097.mRNA1		
OG0038770		Ipurp_gene10083.mRNA1		
OG0038771		Ipurp_gene10080.mRNA1		
OG0038772		Ipurp_gene10079.mRNA1		
OG0038773		Ipurp_gene10077.mRNA1		
OG0038774		Ipurp_gene10075.mRNA1		
OG0038775		Ipurp_gene10074.mRNA1		
OG0038776		Ipurp_gene10072.mRNA1		
OG0038777		Ipurp_gene10069.mRNA1		
OG0038778		Ipurp_gene10068.mRNA1		
OG0038779		Ipurp_gene10066.mRNA1		
OG0038780		Ipurp_gene10063.mRNA1		
OG0038781		Ipurp_gene10064.mRNA1		
OG0038782		Ipurp_gene26959.mRNA1		
OG0038783		Ipurp_gene10056.mRNA1		
OG0038784		Ipurp_gene10055.mRNA1		
OG0038785		Ipurp_gene10054.mRNA1		
OG0038786		Ipurp_gene10052.mRNA1		
OG0038787		Ipurp_gene10050.mRNA1		
OG0038788		Ipurp_gene10040.mRNA1		
OG0038789		Ipurp_gene27052.mRNA1		
OG0038790		Ipurp_gene10037.mRNA1		
OG0038791		Ipurp_gene10035.mRNA1		
OG0038792		Ipurp_gene10032.mRNA1		
OG0038793		Ipurp_gene10031.mRNA1		
OG0038794		Ipurp_gene10027.mRNA1		
OG0038795		Ipurp_gene10022.mRNA1		
OG0038796		Ipurp_gene10020.mRNA1		
OG0038797		Ipurp_gene10019.mRNA1		
OG0038798		Ipurp_gene10017.mRNA1		
OG0038799		Ipurp_gene9989.mRNA1		
OG0038800		Ipurp_gene9986.mRNA1		
OG0038801		Ipurp_gene9985.mRNA1		
OG0038802		Ipurp_gene9981.mRNA1		
OG0038803		Ipurp_gene9973.mRNA1		
OG0038804		Ipurp_gene9970.mRNA1		
OG0038805		Ipurp_gene9969.mRNA1		
OG0038806		Ipurp_gene9963.mRNA1		
OG0038807		Ipurp_gene9962.mRNA1		
OG0038808		Ipurp_gene9956.mRNA1		
OG0038809		Ipurp_gene9953.mRNA1		
OG0038810		Ipurp_gene9951.mRNA1		
OG0038811		Ipurp_gene9940.mRNA1		
OG0038812		Ipurp_gene9935.mRNA1		
OG0038813		Ipurp_gene9933.mRNA1		
OG0038814		Ipurp_gene9932.mRNA1		
OG0038815		Ipurp_gene9924.mRNA1		
OG0038816		Ipurp_gene9922.mRNA1		
OG0038817		Ipurp_gene9919.mRNA1		
OG0038818		Ipurp_gene9916.mRNA1		
OG0038819		Ipurp_gene9915.mRNA1		
OG0038820		Ipurp_gene9913.mRNA1		
OG0038821		Ipurp_gene9912.mRNA1		
OG0038822		Ipurp_gene9907.mRNA1		
OG0038823		Ipurp_gene9904.mRNA1		
OG0038824		Ipurp_gene9903.mRNA1		
OG0038825		Ipurp_gene9898.mRNA1		
OG0038826		Ipurp_gene9897.mRNA1		
OG0038827		Ipurp_gene9896.mRNA1		
OG0038828		Ipurp_gene9878.mRNA1		
OG0038829		Ipurp_gene9877.mRNA1		
OG0038830		Ipurp_gene9868.mRNA1		
OG0038831		Ipurp_gene9857.mRNA1		
OG0038832		Ipurp_gene9850.mRNA1		
OG0038833		Ipurp_gene9849.mRNA1		
OG0038834		Ipurp_gene9844.mRNA1		
OG0038835		Ipurp_gene9838.mRNA1		
OG0038836		Ipurp_gene9821.mRNA1		
OG0038837		Ipurp_gene9816.mRNA1		
OG0038838		Ipurp_gene9813.mRNA1		
OG0038839		Ipurp_gene9805.mRNA1		
OG0038840		Ipurp_gene9803.mRNA1		
OG0038841		Ipurp_gene9795.mRNA1		
OG0038842		Ipurp_gene9791.mRNA1		
OG0038843		Ipurp_gene9787.mRNA1		
OG0038844		Ipurp_gene9776.mRNA1		
OG0038845		Ipurp_gene9775.mRNA1		
OG0038846		Ipurp_gene9774.mRNA1		
OG0038847		Ipurp_gene9773.mRNA1		
OG0038848		Ipurp_gene9770.mRNA1		
OG0038849		Ipurp_gene9765.mRNA1		
OG0038850		Ipurp_gene21118.mRNA1		
OG0038851		Ipurp_gene9712.mRNA1		
OG0038852		Ipurp_gene9715.mRNA1		
OG0038853		Ipurp_gene9716.mRNA1		
OG0038854		Ipurp_gene9707.mRNA1		
OG0038855		Ipurp_gene9702.mRNA1		
OG0038856		Ipurp_gene9699.mRNA1		
OG0038857		Ipurp_gene9695.mRNA1		
OG0038858		Ipurp_gene9688.mRNA1		
OG0038859		Ipurp_gene9683.mRNA1		
OG0038860		Ipurp_gene9679.mRNA1		
OG0038861		Ipurp_gene9676.mRNA1		
OG0038862		Ipurp_gene9674.mRNA1		
OG0038863		Ipurp_gene35834.mRNA1		
OG0038864		Ipurp_gene9667.mRNA1		
OG0038865		Ipurp_gene9661.mRNA1		
OG0038866		Ipurp_gene9641.mRNA1		
OG0038867		Ipurp_gene9639.mRNA1		
OG0038868		Ipurp_gene9638.mRNA1		
OG0038869		Ipurp_gene9637.mRNA1		
OG0038870		Ipurp_gene9635.mRNA1		
OG0038871		Ipurp_gene9630.mRNA1		
OG0038872		Ipurp_gene9629.mRNA1		
OG0038873		Ipurp_gene9623.mRNA1		
OG0038874		Ipurp_gene9619.mRNA1		
OG0038875		Ipurp_gene9610.mRNA1		
OG0038876		Ipurp_gene9608.mRNA1		
OG0038877		Ipurp_gene9607.mRNA1		
OG0038878		Ipurp_gene9606.mRNA1		
OG0038879		Ipurp_gene9605.mRNA1		
OG0038880		Ipurp_gene9599.mRNA1		
OG0038881		Ipurp_gene32596.mRNA1		
OG0038882		Ipurp_gene9598.mRNA1		
OG0038883		Ipurp_gene9594.mRNA1		
OG0038884		Ipurp_gene9588.mRNA1		
OG0038885		Ipurp_gene9582.mRNA1		
OG0038886		Ipurp_gene9581.mRNA1		
OG0038887		Ipurp_gene9570.mRNA1		
OG0038888		Ipurp_gene9568.mRNA1		
OG0038889		Ipurp_gene9563.mRNA1		
OG0038890		Ipurp_gene9560.mRNA1		
OG0038891		Ipurp_gene9558.mRNA1		
OG0038892		Ipurp_gene9557.mRNA1		
OG0038893		Ipurp_gene9553.mRNA1		
OG0038894		Ipurp_gene9545.mRNA1		
OG0038895		Ipurp_gene9538.mRNA1		
OG0038896		Ipurp_gene9537.mRNA1		
OG0038897		Ipurp_gene9530.mRNA1		
OG0038898		Ipurp_gene51803.mRNA1		
OG0038899		Ipurp_gene9527.mRNA1		
OG0038900		Ipurp_gene9523.mRNA1		
OG0038901		Ipurp_gene9521.mRNA1		
OG0038902		Ipurp_gene9518.mRNA1		
OG0038903		Ipurp_gene9516.mRNA1		
OG0038904		Ipurp_gene46029.mRNA1		
OG0038905		Ipurp_gene9512.mRNA1		
OG0038906		Ipurp_gene9510.mRNA1		
OG0038907		Ipurp_gene9505.mRNA1		
OG0038908		Ipurp_gene9504.mRNA1		
OG0038909		Ipurp_gene9503.mRNA1		
OG0038910		Ipurp_gene9495.mRNA1		
OG0038911		Ipurp_gene9494.mRNA1		
OG0038912		Ipurp_gene9492.mRNA1		
OG0038913		Ipurp_gene9491.mRNA1		
OG0038914		Ipurp_gene9473.mRNA1		
OG0038915		Ipurp_gene9467.mRNA1		
OG0038916		Ipurp_gene9466.mRNA1		
OG0038917		Ipurp_gene9454.mRNA1		
OG0038918		Ipurp_gene17591.mRNA1		
OG0038919		Ipurp_gene9450.mRNA1		
OG0038920		Ipurp_gene9449.mRNA1		
OG0038921		Ipurp_gene9445.mRNA1		
OG0038922		Ipurp_gene9440.mRNA1		
OG0038923		Ipurp_gene9439.mRNA1		
OG0038924		Ipurp_gene9437.mRNA1		
OG0038925		Ipurp_gene20994.mRNA1		
OG0038926		Ipurp_gene9432.mRNA1		
OG0038927		Ipurp_gene15943.mRNA1		
OG0038928		Ipurp_gene9417.mRNA1		
OG0038929		Ipurp_gene9416.mRNA1		
OG0038930		Ipurp_gene9414.mRNA1		
OG0038931		Ipurp_gene9411.mRNA1		
OG0038932		Ipurp_gene9409.mRNA1		
OG0038933		Ipurp_gene9404.mRNA1		
OG0038934		Ipurp_gene9403.mRNA1		
OG0038935		Ipurp_gene9398.mRNA1		
OG0038936		Ipurp_gene9383.mRNA1		
OG0038937		Ipurp_gene9382.mRNA1		
OG0038938		Ipurp_gene9376.mRNA1		
OG0038939		Ipurp_gene9374.mRNA1		
OG0038940		Ipurp_gene9369.mRNA1		
OG0038941		Ipurp_gene9368.mRNA1		
OG0038942		Ipurp_gene9361.mRNA1		
OG0038943		Ipurp_gene9358.mRNA1		
OG0038944		Ipurp_gene9357.mRNA1		
OG0038945		Ipurp_gene9355.mRNA1		
OG0038946		Ipurp_gene51762.mRNA1		
OG0038947		Ipurp_gene9341.mRNA1		
OG0038948		Ipurp_gene9340.mRNA1		
OG0038949		Ipurp_gene9318.mRNA1		
OG0038950		Ipurp_gene9312.mRNA1		
OG0038951		Ipurp_gene9309.mRNA1		
OG0038952		Ipurp_gene26435.mRNA1		
OG0038953		Ipurp_gene9304.mRNA1		
OG0038954		Ipurp_gene9296.mRNA1		
OG0038955		Ipurp_gene9292.mRNA1		
OG0038956		Ipurp_gene9291.mRNA1		
OG0038957		Ipurp_gene19592.mRNA1		
OG0038958		Ipurp_gene9271.mRNA1		
OG0038959		Ipurp_gene9265.mRNA1		
OG0038960		Ipurp_gene9258.mRNA1		
OG0038961		Ipurp_gene9243.mRNA1		
OG0038962		Ipurp_gene9241.mRNA1		
OG0038963		Ipurp_gene37535.mRNA1		
OG0038964		Ipurp_gene9232.mRNA1		
OG0038965		Ipurp_gene32140.mRNA1		
OG0038966		Ipurp_gene9216.mRNA1		
OG0038967		Ipurp_gene9213.mRNA1		
OG0038968		Ipurp_gene9211.mRNA1		
OG0038969		Ipurp_gene9204.mRNA1		
OG0038970		Ipurp_gene9203.mRNA1		
OG0038971		Ipurp_gene9202.mRNA1		
OG0038972		Ipurp_gene9194.mRNA1		
OG0038973		Ipurp_gene9186.mRNA1		
OG0038974		Ipurp_gene9184.mRNA1		
OG0038975		Ipurp_gene22380.mRNA1		
OG0038976		Ipurp_gene9175.mRNA1		
OG0038977		Ipurp_gene9171.mRNA1		
OG0038978		Ipurp_gene9164.mRNA1		
OG0038979		Ipurp_gene9163.mRNA1		
OG0038980		Ipurp_gene9159.mRNA1		
OG0038981		Ipurp_gene9153.mRNA1		
OG0038982		Ipurp_gene9151.mRNA1		
OG0038983		Ipurp_gene9150.mRNA1		
OG0038984		Ipurp_gene9144.mRNA1		
OG0038985		Ipurp_gene9141.mRNA1		
OG0038986		Ipurp_gene9139.mRNA1		
OG0038987		Ipurp_gene9133.mRNA1		
